Black Mirror,"
Drama, Sci-Fi, Thriller            ",['(2011– )']

Mortal Kombat,"
Action, Adventure, Fantasy            ",['(2021)']

Lost,"
Adventure, Drama, Fantasy            ",['(2004–2010)']

Avengers: Endgame,"
Action, Adventure, Drama            ",['(2019)']

See,"
Action, Drama, Sci-Fi            ",['(2019– )']

Masters of the Universe: Revelation,"
Animation, Action, Adventure            ",['(2021– )']

The 100,"
Drama, Mystery, Sci-Fi            ",['(2014–2020)']

Doctor Who,"
Adventure, Drama, Family            ",['(2005– )']

Westworld,"
Drama, Mystery, Sci-Fi            ",['(2016– )']

Free Guy,"
Action, Comedy, Sci-Fi            ",['(2021)']

Jurassic World: Dominion,"
Action, Adventure, Sci-Fi            ",['(2022)']

Dune,"
Adventure, Drama, Sci-Fi            ",['(2021)']

The Suicide Squad,"
Action, Adventure, Comedy            ",['(2021)']

The Predator,"
Action, Adventure, Sci-Fi            ",['(2018)']

The Expanse,"
Drama, Mystery, Sci-Fi            ",['(2015– )']

The X-Files,"
Crime, Drama, Mystery            ",['(1993–2018)']

Jurassic World: Fallen Kingdom,"
Action, Adventure, Sci-Fi            ",['(2018)']

Jurassic World,"
Action, Adventure, Sci-Fi            ",['(2015)']

Predator,"
Action, Adventure, Sci-Fi            ",['(1987)']

She-Hulk,"
Action, Adventure, Comedy            ",['(2022– )']

Donnie Darko,"
Drama, Mystery, Sci-Fi            ",['(2001)']

The Owl House,"
Animation, Action, Adventure            ",['(2020– )']

Terminator 2: Judgment Day,"
Action, Sci-Fi            ",['(1991)']

Star Wars: Episode IV - A New Hope,"
Action, Adventure, Fantasy            ",['(1977)']

Altered Carbon,"
Action, Drama, Sci-Fi            ",['(2018–2020)']

The Twilight Zone,"
Drama, Fantasy, Horror            ",['(1959–1964)']

Fullmetal Alchemist: Brotherhood,"
Animation, Action, Adventure            ",['(2009–2012)']

Valerian and the City of a Thousand Planets,"
Action, Adventure, Fantasy            ",['(2017)']

Edge of Tomorrow,"
Action, Adventure, Sci-Fi            ",['(2014)']

Justice League,"
Action, Adventure, Fantasy            ",['(2017)']

Debris,"
Drama, Mystery, Sci-Fi            ",['(2021)']

Men in Black: International,"
Action, Adventure, Comedy            ",['(2019)']

The Terminator,"
Action, Sci-Fi            ",['(1984)']

Captain America: Civil War,"
Action, Adventure, Sci-Fi            ",['(2016)']

The Dead Don't Die,"
Comedy, Fantasy, Horror            ",['(2019)']

Adventure Time,"
Animation, Action, Adventure            ",['(2010–2018)']

Lovecraft Country,"
Drama, Fantasy, Horror            ",['(2020– )']

A Clockwork Orange,"
Crime, Drama, Sci-Fi            ",['(1971)']

Bird Box,"
Horror, Sci-Fi            ",['(2018)']

DC League of Super-Pets,"
Animation, Action, Adventure            ",['(2022)']

Star Wars: Episode I - The Phantom Menace,"
Action, Adventure, Fantasy            ",['(1999)']

Home,"
Animation, Adventure, Comedy            ",['(II) (2015)']

Star Trek: Picard,"
Action, Adventure, Drama            ",['(2020– )']

X-Men Origins: Wolverine,"
Action, Sci-Fi            ",['(2009)']

Doctor Strange,"
Action, Adventure, Fantasy            ",['(2016)']

Mr. Mercedes,"
Mystery, Sci-Fi, Thriller            ",['(2017–2019)']

Wonder Woman,"
Action, Adventure, Fantasy            ",['(2017)']

Jurassic World: Camp Cretaceous,"
Animation, Action, Adventure            ",['(2020– )']

Star Trek: Enterprise,"
Action, Adventure, Drama            ",['(2001–2005)']

Firefly,"
Adventure, Drama, Sci-Fi            ",['(2002–2003)']

Gravity Falls,"
Animation, Adventure, Comedy            ",['(2012–2016)']

Logan,"
Action, Drama, Sci-Fi            ",['(2017)']

Sense8,"
Drama, Mystery, Sci-Fi            ",['(2015–2018)']

Glass,"
Drama, Sci-Fi, Thriller            ",['(2019)']

Escape Room,"
Action, Adventure, Horror            ",['(I) (2019)']

The Martian,"
Adventure, Drama, Sci-Fi            ",['(2015)']

Terminator: Dark Fate,"
Action, Adventure, Sci-Fi            ",['(2019)']

28 Days Later...,"
Drama, Horror, Sci-Fi            ",['(2002)']

Futurama,"
Animation, Comedy, Sci-Fi            ",['(1999–2013)']

Avatar 2,"
Action, Adventure, Sci-Fi            ",['(2022)']

Heroes,"
Drama, Fantasy, Sci-Fi            ",['(II) (2006–2010)']

Transformers,"
Action, Adventure, Sci-Fi            ",['(2007)']

World War Z,"
Action, Adventure, Horror            ",['(2013)']

Z Nation,"
Action, Comedy, Drama            ",['(2014–2018)']

Lost in Space,"
Adventure, Drama, Family            ",['(2018– )']

Black Clover,"
Animation, Action, Adventure            ",['(2017–2021)']

The Unhealer,"
Sci-Fi, Thriller            ",['(2020)']

The New Mutants,"
Action, Horror, Mystery            ",['(2020)']

Star Trek: The Next Generation,"
Action, Adventure, Mystery            ",['(1987–1994)']

DC's Legends of Tomorrow,"
Action, Adventure, Drama            ",['(2016– )']

My Hero Academia,"
Animation, Action, Adventure            ",['(2016– )']

Dark,"
Crime, Drama, Mystery            ",['(2017–2020)']

Trese,"
Animation, Action, Adventure            ",['(2021– )']

Agents of S.H.I.E.L.D.,"
Action, Adventure, Drama            ",['(2013–2020)']

Love and Monsters,"
Action, Adventure, Comedy            ",['(I) (2020)']

Arrow,"
Action, Adventure, Crime            ",['(2012–2020)']

Titans,"
Action, Adventure, Crime            ",['(I) (2018– )']

Ron's Gone Wrong,"
Animation, Adventure, Comedy            ",['(2021)']

Thor: Ragnarok,"
Action, Adventure, Comedy            ",['(2017)']

For All Mankind,"
Drama, Sci-Fi            ",['(2019– )']

Interstellar,"
Adventure, Drama, Sci-Fi            ",['(2014)']

Star Wars: The Clone Wars,"
Animation, Action, Adventure            ",['(2008–2020)']

Chaos Walking,"
Action, Adventure, Fantasy            ",['(2021)']

Back to the Future,"
Adventure, Comedy, Sci-Fi            ",['(1985)']

Jurassic Park,"
Action, Adventure, Sci-Fi            ",['(1993)']

Batwoman,"
Action, Adventure, Crime            ",['(2019– )']

The Forever Purge,"
Action, Horror, Sci-Fi            ",['(2021)']

Oxygen,"
Drama, Fantasy, Sci-Fi            ",['(2021)']

Voyagers,"
Adventure, Sci-Fi, Thriller            ",['(2021)']

Supergirl,"
Action, Adventure, Drama            ",['(2015–2021)']

The Tomorrow War,"
Action, Adventure, Sci-Fi            ",['(2021)']

Inception,"
Action, Adventure, Sci-Fi            ",['(2010)']

Avengers: Infinity War,"
Action, Adventure, Sci-Fi            ",['(2018)']

Boss Level,"
Action, Mystery, Sci-Fi            ",['(2021)']

Stargate SG-1,"
Action, Adventure, Drama            ",['(1997–2007)']

Star Trek: Deep Space Nine,"
Action, Adventure, Drama            ",['(1993–1999)']

Spider-Man: Far from Home,"
Action, Adventure, Sci-Fi            ",['(2019)']

Borderlands,"
Action, Adventure, Comedy            ",['(2022)']

Guardians of the Galaxy,"
Action, Adventure, Comedy            ",['(2014)']

Star Trek: Discovery,"
Action, Adventure, Drama            ",['(2017– )']

Blade Runner 2049,"
Action, Drama, Mystery            ",['(2017)']

Solos,"
Drama, Fantasy, Sci-Fi            ",['(2021– )']

The Hunger Games,"
Action, Adventure, Sci-Fi            ",['(2012)']

The Matrix,"
Action, Sci-Fi            ",['(1999)']

Star Trek: Voyager,"
Action, Adventure, Sci-Fi            ",['(1995–2001)']

Venom: Let There Be Carnage,"
Action, Sci-Fi, Thriller            ",['(2021)']

The Sandman,"
Action, Adventure, Drama            ",['(2021– )']

Hawkeye,"
Action, Adventure, Crime            ",['(2021– )']

The Stand,"
Adventure, Drama, Fantasy            ",['(2020–2021)']

Daredevil,"
Action, Crime, Drama            ",['(2015–2018)']

Watchmen,"
Action, Drama, Mystery            ",['(2009)']

Smallville,"
Adventure, Drama, Romance            ",['(2001–2011)']

Fringe,"
Drama, Mystery, Sci-Fi            ",['(2008–2013)']

Ready Player One,"
Action, Adventure, Sci-Fi            ",['(2018)']

Resident Evil: Welcome to Raccoon City,"
Action, Horror, Mystery            ",['(2021)']

The Avengers,"
Action, Adventure, Sci-Fi            ",['(2012)']

Suicide Squad,"
Action, Adventure, Fantasy            ",['(2016)']

Dune,"
Action, Adventure, Sci-Fi            ",['(1984)']

Stowaway,"
Drama, Sci-Fi, Thriller            ",['(2021)']

Doctor Strange in the Multiverse of Madness,"
Action, Adventure, Fantasy            ",['(2022)']

Black Panther,"
Action, Adventure, Sci-Fi            ",['(2018)']

Occupation: Rainfall,"
Action, Sci-Fi            ",['(2020)']

Gotham,"
Action, Crime, Drama            ",['(2014–2019)']

Alien,"
Horror, Sci-Fi            ",['(1979)']

Star Trek: The Original Series,"
Action, Adventure, Sci-Fi            ",['(1966–1969)']

Deadpool,"
Action, Adventure, Comedy            ",['(2016)']

Snowpiercer,"
Action, Drama, Sci-Fi            ",['(2020– )']

Doom Patrol,"
Action, Adventure, Comedy            ",['(2019– )']

Venom,"
Action, Adventure, Sci-Fi            ",['(2018)']

Prometheus,"
Adventure, Mystery, Sci-Fi            ",['(I) (2012)']

Arrival,"
Drama, Sci-Fi            ",['(II) (2016)']

Spider-Man: Homecoming,"
Action, Adventure, Sci-Fi            ",['(2017)']

Resident Alien,"
Comedy, Drama, Mystery            ",['(2021– )']

Mad Max: Fury Road,"
Action, Adventure, Sci-Fi            ",['(2015)']

Guardians of the Galaxy Vol. 2,"
Action, Adventure, Comedy            ",['(2017)']

Aquaman,"
Action, Adventure, Fantasy            ",['(2018)']

Captain Marvel,"
Action, Adventure, Sci-Fi            ",['(2019)']

The Man in the High Castle,"
Drama, Sci-Fi, Thriller            ",['(2015–2019)']

Avatar,"
Action, Adventure, Fantasy            ",['(2009)']

Person of Interest,"
Action, Crime, Drama            ",['(2011–2016)']

Iron Man,"
Action, Adventure, Sci-Fi            ",['(2008)']

Captain America: The First Avenger,"
Action, Adventure, Sci-Fi            ",['(2011)']

Avengers: Age of Ultron,"
Action, Adventure, Sci-Fi            ",['(2015)']

Final Space,"
Animation, Action, Adventure            ",['(2018– )']

Raised by Wolves,"
Drama, Fantasy, Sci-Fi            ",['(2020– )']

Spider-Man: Into the Spider-Verse,"
Animation, Action, Adventure            ",['(2018)']

Ex Machina,"
Drama, Sci-Fi, Thriller            ",['(2014)']

The Prestige,"
Drama, Mystery, Sci-Fi            ",['(2006)']

Watchmen,"
Action, Drama, Mystery            ",['(2019)']

Ghostbusters,"
Action, Comedy, Fantasy            ",['(1984)']

Masters of the Universe,"
Action, Adventure, Fantasy            ",['(1987)']

Star Wars: Episode IX - The Rise of Skywalker,"
Action, Adventure, Fantasy            ",['(2019)']

Spider-Man,"
Action, Adventure, Sci-Fi            ",['(2002)']

Aliens,"
Action, Adventure, Sci-Fi            ",['(1986)']

Snake Eyes,"
Action, Adventure, Fantasy            ",['(2021)']

Shang-Chi and the Legend of the Ten Rings,"
Action, Adventure, Fantasy            ",['(2021)']

Eternal Sunshine of the Spotless Mind,"
Drama, Romance, Sci-Fi            ",['(2004)']

Ms. Marvel,"
Action, Adventure, Comedy            ",['(2021– )']

Space Jam,"
Animation, Adventure, Comedy            ",['(1996)']

Star Wars Rebels,"
Animation, Action, Adventure            ",['(2014–2018)']

Deadpool 2,"
Action, Adventure, Comedy            ",['(2018)']

The Shape of Water,"
Adventure, Drama, Fantasy            ",['(2017)']

Battlestar Galactica,"
Action, Adventure, Drama            ",['(2004–2009)']

The Orville,"
Adventure, Comedy, Drama            ",['(2017– )']

Blade Runner,"
Action, Sci-Fi, Thriller            ",['(1982)']

Independence Day,"
Action, Adventure, Sci-Fi            ",['(1996)']

Obi-Wan Kenobi,"
Action, Adventure, Sci-Fi            ",[]

The Hunger Games: Mockingjay - Part 2,"
Action, Adventure, Sci-Fi            ",['(2015)']

Mortal Kombat,"
Action, Adventure, Fantasy            ",['(1995)']

Vivarium,"
Comedy, Horror, Mystery            ",['(2019)']

America: The Motion Picture,"
Animation, Action, Adventure            ",['(2021)']

The Amazing Spider-Man 2,"
Action, Adventure, Fantasy            ",['(2014)']

Under the Skin,"
Drama, Horror, Sci-Fi            ",['(I) (2013)']

Super 8,"
Mystery, Sci-Fi, Thriller            ",['(2011)']

Spider-Man 2,"
Action, Adventure, Sci-Fi            ",['(2004)']

Morbius,"
Action, Adventure, Drama            ",['(2022)']

G.I. Joe: The Rise of Cobra,"
Action, Adventure, Sci-Fi            ",['(2009)']

Outpost,"
Action, Horror, Sci-Fi            ",['(2008)']

Another Life,"
Adventure, Drama, Mystery            ",['(2019– )']

Black Lightning,"
Action, Drama, Sci-Fi            ",['(2017–2021)']

Doctor Who,"
Adventure, Drama, Family            ",['(1963–1989)']

She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",['(2018–2020)']

The Hitchhiker's Guide to the Galaxy,"
Adventure, Comedy, Sci-Fi            ",['(2005)']

Mad Max,"
Action, Adventure, Sci-Fi            ",['(1979)']

Big Hero 6,"
Animation, Action, Adventure            ",['(2014)']

The League of Extraordinary Gentlemen,"
Action, Adventure, Fantasy            ",['(2003)']

DuckTales,"
Animation, Action, Adventure            ",['(2017–2021)']

Lucy,"
Action, Sci-Fi, Thriller            ",['(I) (2014)']

Monkey Business,"
Comedy, Sci-Fi            ",['(1952)']

Transformers: The Last Knight,"
Action, Adventure, Sci-Fi            ",['(2017)']

Back to the Future Part III,"
Adventure, Comedy, Sci-Fi            ",['(1990)']

Quantum Leap,"
Action, Adventure, Drama            ",['(1989–1993)']

WALL·E,"
Animation, Adventure, Family            ",['(2008)']

12 Monkeys,"
Mystery, Sci-Fi, Thriller            ",['(1995)']

Iron Fist,"
Action, Adventure, Crime            ",['(2017–2018)']

In Time,"
Action, Sci-Fi, Thriller            ",['(2011)']

Scoob!,"
Animation, Adventure, Comedy            ",['(2020)']

Super Mario Bros.,"
Adventure, Comedy, Family            ",['(1993)']

11.22.63,"
Drama, Mystery, Sci-Fi            ",['(2016)']

Katla,"
Drama, Mystery, Sci-Fi            ",['(2021– )']

Outside the Wire,"
Action, Adventure, Fantasy            ",['(2021)']

Mars Attacks!,"
Comedy, Sci-Fi            ",['(1996)']

The Last Ship,"
Action, Drama, Sci-Fi            ",['(2014–2018)']

TRON: Legacy,"
Action, Adventure, Sci-Fi            ",['(2010)']

Signs,"
Drama, Mystery, Sci-Fi            ",['(2002)']

Star Wars: Episode VI - Return of the Jedi,"
Action, Adventure, Fantasy            ",['(1983)']

The Chronicles of Riddick,"
Action, Adventure, Sci-Fi            ",['(2004)']

Take Shelter,"
Drama, Sci-Fi, Thriller            ",['(2011)']

Paul,"
Adventure, Comedy, Sci-Fi            ",['(2011)']

Eden,"
Animation, Action, Adventure            ",['(I) (2021– )']

Sword Art Online,"
Animation, Action, Adventure            ",['(2012– )']

X-Men: The Last Stand,"
Action, Adventure, Sci-Fi            ",['(2006)']

Babylon 5,"
Action, Adventure, Drama            ",['(1993–1998)']

Barbarella,"
Adventure, Comedy, Fantasy            ",['(1968)']

Alice in Borderland,"
Action, Fantasy, Mystery            ",['(2020– )']

Oblivion,"
Action, Adventure, Sci-Fi            ",['(I) (2013)']

Breach,"
Action, Sci-Fi            ",['(IV) (2020)']

Escape from New York,"
Action, Adventure, Sci-Fi            ",['(1981)']

The Hunger Games: Catching Fire,"
Action, Adventure, Mystery            ",['(2013)']

The Amazing Spider-Man,"
Action, Adventure, Fantasy            ",['(2012)']

Weird Science,"
Comedy, Romance, Sci-Fi            ",['(1985)']

Minions,"
Animation, Adventure, Comedy            ",['(2015)']

Foundation,"
Sci-Fi            ",['(2021– )']

Unbreakable,"
Drama, Mystery, Sci-Fi            ",['(2000)']

Synchronic,"
Drama, Sci-Fi, Thriller            ",['(2019)']

Bliss,"
Drama, Romance, Sci-Fi            ",['(2021)']

The Lobster,"
Comedy, Drama, Romance            ",['(2015)']

Brightburn,"
Drama, Horror, Mystery            ",['(2019)']

Teenage Mutant Ninja Turtles,"
Action, Adventure, Comedy            ",['(1990)']

The Promised Neverland,"
Animation, Adventure, Drama            ",['(2019–2021)']

2012,"
Action, Adventure, Sci-Fi            ",['(I) (2009)']

Close Enough,"
Animation, Comedy, Drama            ",['(2020– )']

The Silencers,"
Action, Adventure, Comedy            ",['(1966)']

E.T. the Extra-Terrestrial,"
Family, Sci-Fi            ",['(1982)']

Looper,"
Action, Drama, Sci-Fi            ",['(2012)']

Batman & Robin,"
Action, Sci-Fi            ",['(1997)']

Children of Men,"
Adventure, Drama, Sci-Fi            ",['(2006)']

Eureka,"
Adventure, Comedy, Drama            ",['(2006–2012)']

Dredd,"
Action, Crime, Sci-Fi            ",['(2012)']

Star Wars: Episode VII - The Force Awakens,"
Action, Adventure, Sci-Fi            ",['(2015)']

Possessor,"
Horror, Mystery, Sci-Fi            ",['(2020)']

Henry Danger,"
Action, Comedy, Family            ",['(2014–2020)']

I Am Number Four,"
Action, Adventure, Sci-Fi            ",['(2011)']

The Shannara Chronicles,"
Adventure, Fantasy, Sci-Fi            ",['(2016–2017)']

Geostorm,"
Action, Sci-Fi, Thriller            ",['(2017)']

They Live,"
Action, Horror, Sci-Fi            ",['(1988)']

Face/Off,"
Action, Crime, Sci-Fi            ",['(1997)']

He-Man and the Masters of the Universe,"
Animation, Action, Adventure            ",['(2021– )']

War of the Worlds,"
Adventure, Sci-Fi, Thriller            ",['(2005)']

Passengers,"
Drama, Romance, Sci-Fi            ",['(I) (2016)']

Star Wars: Episode V - The Empire Strikes Back,"
Action, Adventure, Fantasy            ",['(1980)']

The Handmaid's Tale,"
Drama, Romance, Sci-Fi            ",['(1990)']

Psycho Goreman,"
Comedy, Horror, Sci-Fi            ",['(2020)']

The Matrix Reloaded,"
Action, Sci-Fi            ",['(2003)']

Invasion,"
Drama, Fantasy, Sci-Fi            ",['(2021– )']

Stargate,"
Action, Adventure, Sci-Fi            ",['(1994)']

The Thing,"
Horror, Mystery, Sci-Fi            ",['(1982)']

The Lost World: Jurassic Park,"
Action, Adventure, Sci-Fi            ",['(1997)']

The Platform,"
Horror, Sci-Fi, Thriller            ",['(2019)']

Man of Steel,"
Action, Adventure, Sci-Fi            ",['(2013)']

Snowpiercer,"
Action, Drama, Sci-Fi            ",['(2013)']

Predestination,"
Action, Drama, Sci-Fi            ",['(I) (2014)']

The Day After Tomorrow,"
Action, Adventure, Sci-Fi            ",['(2004)']

Alita: Battle Angel,"
Action, Adventure, Sci-Fi            ",['(2019)']

Sonic the Hedgehog,"
Action, Adventure, Comedy            ",['(2020)']

Men in Black,"
Action, Adventure, Comedy            ",['(1997)']

Idiocracy,"
Adventure, Comedy, Sci-Fi            ",['(2006)']

Escape Room: Tournament of Champions,"
Action, Adventure, Horror            ",['(2021)']

Godzilla: King of the Monsters,"
Action, Adventure, Fantasy            ",['(2019)']

Gemini Man,"
Action, Drama, Sci-Fi            ",['(2019)']

Iron Man 2,"
Action, Adventure, Sci-Fi            ",['(2010)']

Star Wars: Episode II - Attack of the Clones,"
Action, Adventure, Fantasy            ",['(2002)']

Made for Love,"
Comedy, Drama, Sci-Fi            ",['(2021– )']

Solo: A Star Wars Story,"
Action, Adventure, Sci-Fi            ",['(2018)']

Marvel Studios: Legends,"
Action, Fantasy, Sci-Fi            ",['(2021– )']

Misfits,"
Comedy, Drama, Fantasy            ",['(2009–2013)']

Stargirl,"
Action, Adventure, Crime            ",['(2020– )']

Mortal Engines,"
Action, Adventure, Fantasy            ",['(2018)']

Galaxy Quest,"
Adventure, Comedy, Sci-Fi            ",['(1999)']

Batman v Superman: Dawn of Justice,"
Action, Adventure, Sci-Fi            ",['(2016)']

V for Vendetta,"
Action, Drama, Sci-Fi            ",['(2005)']

X-Men: Days of Future Past,"
Action, Adventure, Sci-Fi            ",['(2014)']

Star Trek Beyond,"
Action, Adventure, Sci-Fi            ",['(2016)']

Starship Troopers,"
Action, Adventure, Sci-Fi            ",['(1997)']

Kong: Skull Island,"
Action, Adventure, Fantasy            ",['(2017)']

Resident Evil Village,"
Action, Adventure, Fantasy            ",['(2021 Video Game)']

Legion,"
Action, Drama, Sci-Fi            ",['(2017–2019)']

X-Men: First Class,"
Action, Adventure, Sci-Fi            ",['(2011)']

The Purge,"
Horror, Sci-Fi, Thriller            ",['(I) (2013)']

X-Men: Dark Phoenix,"
Action, Adventure, Sci-Fi            ",['(2019)']

Stargate: Atlantis,"
Action, Adventure, Drama            ",['(2004–2009)']

Orphan Black,"
Action, Drama, Sci-Fi            ",['(2013–2017)']

Terminator Genisys,"
Action, Adventure, Sci-Fi            ",['(2015)']

In the Earth,"
Horror, Sci-Fi, Thriller            ",['(2021)']

The Last Man on Earth,"
Action, Comedy, Drama            ",['(2015–2018)']

Spider-Man 3,"
Action, Adventure, Sci-Fi            ",['(2007)']

Black Adam,"
Action, Fantasy, Sci-Fi            ",['(2022)']

The Island,"
Action, Sci-Fi, Thriller            ",['(2005)']

Star Wars: Episode III - Revenge of the Sith,"
Action, Adventure, Fantasy            ",['(2005)']

I Am Legend,"
Action, Adventure, Drama            ",['(2007)']

Deep Blue Sea,"
Action, Adventure, Sci-Fi            ",['(1999)']

Blade,"
Action, Horror, Sci-Fi            ",['(1998)']

Life,"
Horror, Sci-Fi, Thriller            ",['(I) (2017)']

Batman: The Animated Series,"
Animation, Action, Adventure            ",['(1992–1995)']

Warehouse 13,"
Drama, Mystery, Sci-Fi            ",['(2009–2014)']

Aquaman and the Lost Kingdom,"
Action, Adventure, Fantasy            ",['(2022)']

Underwater,"
Action, Horror, Sci-Fi            ",['(2020)']

Battleship,"
Action, Adventure, Sci-Fi            ",['(2012)']

Total Recall,"
Action, Sci-Fi, Thriller            ",['(1990)']

The Meg,"
Action, Horror, Sci-Fi            ",['(2018)']

Star Wars: Episode VIII - The Last Jedi,"
Action, Adventure, Fantasy            ",['(2017)']

The Butterfly Effect,"
Drama, Sci-Fi, Thriller            ",['(2004)']

Castle Rock,"
Drama, Fantasy, Horror            ",['(2018–2019)']

Planet of the Apes,"
Adventure, Sci-Fi            ",['(1968)']

The Incredible Hulk,"
Action, Adventure, Sci-Fi            ",['(2008)']

The OA,"
Drama, Fantasy, Mystery            ",['(2016–2019)']

The Midnight Sky,"
Drama, Fantasy, Sci-Fi            ",['(2020)']

Daybreak,"
Action, Adventure, Comedy            ",['(I) (2019)']

The Happening,"
Drama, Mystery, Sci-Fi            ",['(2008)']

Devs,"
Drama, Mystery, Sci-Fi            ",['(2020)']

Jurassic Park III,"
Action, Adventure, Sci-Fi            ",['(2001)']

Mass Effect 2,"
Action, Adventure, Sci-Fi            ",['(2010 Video Game)']

Intergalactic,"
Drama, Sci-Fi            ",['(2021– )']

I Am Not Okay with This,"
Comedy, Sci-Fi            ",['(2020)']

Timeless,"
Action, Adventure, Drama            ",['(2016–2018)']

What Happened to Monday,"
Action, Crime, Fantasy            ",['(2017)']

Neon Genesis Evangelion,"
Animation, Action, Drama            ",['(1995–1996)']

A Cure for Wellness,"
Drama, Fantasy, Horror            ",['(2016)']

Speed Racer,"
Action, Adventure, Comedy            ",['(2008)']

The Abyss,"
Adventure, Drama, Mystery            ",['(1989)']

Source Code,"
Action, Drama, Mystery            ",['(2011)']

Guardians of the Galaxy Vol. 3,"
Action, Adventure, Comedy            ",['(2023)']

The War of the Worlds,"
Drama, Sci-Fi            ",['(2019)']

Moon Knight,"
Action, Adventure, Drama            ",['(2022– )']

The Call,"
Crime, Horror, Mystery            ",['(2020)']

Gamer,"
Action, Sci-Fi, Thriller            ",['(2009)']

Limitless,"
Sci-Fi, Thriller            ",['(I) (2011)']

Event Horizon,"
Horror, Sci-Fi, Thriller            ",['(1997)']

Teenage Mutant Ninja Turtles,"
Action, Adventure, Comedy            ",['(2014)']

A.I. Artificial Intelligence,"
Drama, Sci-Fi            ",['(2001)']

Hulk,"
Action, Sci-Fi            ",['(2003)']

Flash Gordon,"
Action, Adventure, Sci-Fi            ",['(1980)']

Maniac,"
Comedy, Drama, Sci-Fi            ",['(2018)']

The Bad Batch,"
Action, Horror, Mystery            ",['(2016)']

Moon,"
Drama, Mystery, Sci-Fi            ",['(2009)']

Knight Rider,"
Action, Crime, Drama            ",['(1982–1986)']

Under the Dome,"
Drama, Mystery, Sci-Fi            ",['(2013–2015)']

Runaways,"
Action, Drama, Sci-Fi            ",['(2017–2019)']

Family Matters,"
Adventure, Comedy, Drama            ",['(1989–1998)']

Alien vs. Predator,"
Action, Adventure, Horror            ",['(2004)']

Color Out of Space,"
Horror, Mystery, Sci-Fi            ",['(2019)']

Level 16,"
Drama, Sci-Fi, Thriller            ",['(2018)']

Star Trek Into Darkness,"
Action, Adventure, Sci-Fi            ",['(2013)']

Resident Evil: Apocalypse,"
Action, Horror, Sci-Fi            ",['(2004)']

The Sandman,"
Drama, Fantasy, Horror            ",['(2020– )']

Batman,"
Action, Adventure, Comedy            ",['(1966–1968)']

Vanilla Sky,"
Fantasy, Mystery, Romance            ",['(2001)']

